id,created_at,user_id,log_data,updated_at
12,2025-12-04 22:54:21.845283+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""meals"":""I had 12 dumplings"",""sleep"":""I got an okay 7hrs of sleep"",""habits"":""none"",""macros"":""P 30g / C 72g / F 30g (conf 0.75)"",""workout"":""I did 30min of cardio"",""calories"":660,""timestamp"":""2025-12-04T22:54:21.763512+00:00"",""estimation_notes"":""Assumed average-sized pork and vegetable dumplings, pan-fried or boiled.""}",
13,2025-12-04 23:09:12.051305+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""meals"":""I ate a burger"",""sleep"":""I got 7hrs of sleep"",""habits"":""none"",""macros"":""P 35g / C 40g / F 42g (conf 0.85)"",""workout"":""I did 30 min of cardio"",""calories"":680,""timestamp"":""2025-12-04T23:09:11.942588+00:00"",""estimation_notes"":""Assumes a single-patty cheeseburger with bun and standard condiments.""}",
14,2025-12-05 13:47:18.300673+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""meals"":""dwenjang korean stew from kuun with white rice"",""sleep"":""8hrs of sleep were good"",""habits"":""none"",""macros"":""P 29g / C 85g / F 21g (conf 0.75)"",""workout"":""30 min chest and triceps workout"",""calories"":640,""timestamp"":""2025-12-05T13:46:58.160538+00:00"",""time_asleep"":8,""workout_type"":""strength"",""sleep_quality"":""good"",""estimation_notes"":""Assumed typical restaurant serving of doenjang jjigae (soybean paste stew) and 1 cup of white rice."",""workout_duration_min"":30}",
15,2025-12-05 14:04:58.540494+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""fat_g"":30,""meals"":""I had a bowl of beef dwengjang soup from Kuun"",""sleep"":""7 hours of sleep was average"",""habits"":""sauna"",""macros"":""P 40g / C 25g / F 30g (conf 0.75)"",""carbs_g"":25,""workout"":""none"",""calories"":550,""protein_g"":40,""timestamp"":""2025-12-05T14:04:38.307247+00:00"",""time_asleep"":7,""sleep_quality"":""okay"",""estimation_notes"":""Assumes a standard restaurant-sized bowl of beef doenjang-jjigae without separate rice.""}",
16,2025-12-05 14:10:59.652233+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""fat_g"":25,""meals"":""beef dwengjang stew with rice"",""sleep"":""average 7 hours"",""habits"":""none"",""macros"":""P 45g / C 70g / F 25g (conf 0.75)"",""carbs_g"":70,""workout"":""none"",""calories"":650,""protein_g"":45,""timestamp"":""2025-12-05T14:10:39.771347+00:00"",""time_asleep"":7,""sleep_quality"":""unknown"",""estimation_notes"":""Assumes a generous bowl of beef dwengjang stew with tofu and vegetables, served with 1 cup cooked white rice.""}",
17,2025-12-06 17:21:46.728209+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""fat_g"":190,""meals"":""In the morning, I had 3 cups of black coffee. At lunch, I had a small portion of left over sacha lamb and chinese steamed chicken and 8 steamed pork dumplings. I had a Brick Chicken with pickled cabbage and mashed sweet potato sides and small portions of hummus, lamb tartare, and pita appetizer from K'far in Williamsburg for dinner. then I got a hot chocolate and passion fruit cake from Martha's country bakery for dessert."",""sleep"":""I slept an okay 7hrs"",""habits"":""went to the sauna for 20 min"",""macros"":""P 193g / C 295g / F 190g (conf 0.6)"",""carbs_g"":295,""workout"":""I did a 30 min back and bicep workout and 30 min elliptical cardio"",""calories"":3850,""protein_g"":193,""timestamp"":""2025-12-06T17:21:46.519034+00:00"",""time_asleep"":7,""workout_type"":""mixed"",""sleep_quality"":""okay"",""estimation_notes"":""Estimates based on common restaurant and bakery serving sizes; portion sizes for 'small' items were interpreted generously."",""workout_duration_min"":60}",
18,2025-12-06 17:59:17.879652+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""fat_g"":20,""meals"":""2 rouganbao for lunch"",""sleep"":""7 hours of okay sleep"",""habits"":""none"",""macros"":""P 30g / C 70g / F 20g (conf 0.75)"",""carbs_g"":70,""workout"":""I walked for 30min"",""calories"":580,""protein_g"":30,""timestamp"":""2025-12-06T17:59:17.794868+00:00"",""time_asleep"":7,""workout_type"":""cardio"",""sleep_quality"":""okay"",""estimation_notes"":""Assumed 2 medium-sized rouganbao with typical pork floss filling."",""workout_duration_min"":30}",
19,2025-12-08 15:34:50.730048+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""fat_g"":108,""meals"":""I had cured meats and cheeses with crackers and wine for dinner, and I had a bow of pork katsu curry from Chef Katsu for lunch"",""sleep"":""I slept an okay 7 hours"",""habits"":""none"",""macros"":""P 103g / C 186g / F 108g (conf 0.75)"",""carbs_g"":186,""workout"":""took a rest day after a long night out"",""calories"":2170,""protein_g"":103,""timestamp"":""2025-12-08T15:34:50.641644+00:00"",""time_asleep"":7,""sleep_quality"":""okay"",""estimation_notes"":""Estimates assume generous portions, especially for the restaurant curry and dinner items.""}",
20,2025-12-09 17:14:48.897223+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""habits"":""none"",""meals_log"":[{""text"":""I had half a bossam and half a dwengjang stew from Kuun"",""fat_g"":51,""notes"":""Estimates based on typical Korean restaurant portions; 'half' assumed as a generous single serving for bossam and half a bowl for stew."",""carbs_g"":22,""calories"":670,""entry_id"":""44203a3ea9a24a179c2398888f989c60"",""protein_g"":38,""timestamp"":""2025-12-09T17:14:14.402140+00:00"",""confidence"":0.65},{""text"":""chicken tenders"",""fat_g"":25,""notes"":""Assumed 4 breaded, fried chicken tenders, no sauce."",""carbs_g"":30,""calories"":450,""entry_id"":1765311571140662,""protein_g"":28,""timestamp"":""2025-12-09T20:19:31.140646+00:00"",""confidence"":0.7},{""id"":1765315148173242,""text"":""caesar salad"",""fat_g"":45,""notes"":""Assumes standard entree size, traditional dressing, croutons, and parmesan cheese. No added protein like chicken."",""carbs_g"":25,""calories"":540,""protein_g"":11,""timestamp"":""2025-12-09T21:19:08.173230+00:00"",""confidence"":0.7},{""id"":1765315443303852,""text"":""double smash burger from shake shack"",""fat_g"":51,""notes"":""Based on Shake Shack's official nutrition for a Double ShackBurger."",""carbs_g"":31,""calories"":770,""protein_g"":47,""timestamp"":""2025-12-09T21:24:03.303838+00:00"",""confidence"":0.95}],""sleep_log"":[{""text"":""I slept an okay 7 hours"",""notes"":""User explicitly stated 7 hours of 'okay' sleep."",""quality"":""okay"",""entry_id"":""8a87282567e8409099c1b18ff270472c"",""timestamp"":""2025-12-09T17:14:14.402140+00:00"",""time_asleep"":7},{""text"":""6hrs bad"",""notes"":""Directly stated as '6hrs bad'."",""quality"":""poor"",""entry_id"":1765311571140664,""timestamp"":""2025-12-09T20:19:31.140646+00:00"",""time_asleep"":6},{""id"":1765315148173244,""text"":""6 hours bad"",""notes"":""User described sleep as 'bad'."",""quality"":""poor"",""timestamp"":""2025-12-09T21:19:08.173230+00:00"",""time_asleep"":6},{""id"":1765315443303854,""text"":""4 hours bad"",""notes"":""Explicitly stated 'bad' quality."",""quality"":""poor"",""timestamp"":""2025-12-09T21:24:03.303838+00:00"",""time_asleep"":4}],""timestamp"":""2025-12-09T21:24:03.303838+00:00"",""daily_totals"":{""fat_g"":172,""carbs_g"":108,""calories"":2430,""protein_g"":124,""sleep_hours"":23,""workout_min"":120},""workouts_log"":[{""text"":""I workout out chest and triceps for 30min"",""notes"":""Focused on chest and triceps."",""entry_id"":""06b8faa7469847c38bc76fa80dc29011"",""timestamp"":""2025-12-09T17:14:14.402140+00:00"",""duration_min"":30,""workout_type"":""strength""},{""text"":""30 min walk"",""notes"":""walk"",""entry_id"":1765311571140663,""timestamp"":""2025-12-09T20:19:31.140646+00:00"",""duration_min"":30,""workout_type"":""cardio""},{""id"":1765315148173243,""text"":""30 min cardio"",""notes"":""Directly stated duration and type."",""timestamp"":""2025-12-09T21:19:08.173230+00:00"",""duration_min"":30,""workout_type"":""cardio""},{""id"":1765315443303853,""text"":""30 min leg day"",""notes"":""Leg day implies strength training."",""timestamp"":""2025-12-09T21:24:03.303838+00:00"",""duration_min"":30,""workout_type"":""strength""}]}",2025-12-09 21:24:08.888385+00
21,2025-12-10 20:54:16.241232+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""habits"":""morning stretch"",""meals_log"":[{""id"":1765400022605504,""text"":""burrito"",""fat_g"":45,""notes"":""Assumes a large, common US-style burrito with meat, rice, beans, cheese, and some toppings."",""carbs_g"":120,""calories"":1150,""protein_g"":65,""timestamp"":""2025-12-10T20:53:42.605493+00:00"",""confidence"":0.6},{""id"":1765400911702770,""text"":""chicken salad"",""fat_g"":45,""notes"":""Generous serving of creamy chicken salad, excludes bread/crackers."",""carbs_g"":5,""calories"":600,""protein_g"":45,""timestamp"":""2025-12-10T21:08:31.702756+00:00"",""confidence"":0.6},{""id"":1765405633165076,""text"":""burger"",""fat_g"":41,""notes"":""Estimate for a 6oz beef patty, bun, and basic condiments (ketchup)."",""carbs_g"":35,""calories"":650,""protein_g"":37,""timestamp"":""2025-12-10T22:27:13.165066+00:00"",""confidence"":0.7}],""sleep_log"":[{""id"":1765400022605506,""text"":""7 hours of okay sleep"",""notes"":""Sleep duration and quality explicitly stated."",""quality"":""okay"",""timestamp"":""2025-12-10T20:53:42.605493+00:00"",""time_asleep"":7},{""id"":1765400911702772,""text"":""5hrs bad"",""notes"":""Explicitly stated duration and quality."",""quality"":""poor"",""timestamp"":""2025-12-10T21:08:31.702756+00:00"",""time_asleep"":5},{""id"":1765405633165078,""text"":""6hrs okay"",""notes"":""Time and quality directly stated."",""quality"":""okay"",""timestamp"":""2025-12-10T22:27:13.165066+00:00"",""time_asleep"":6}],""timestamp"":""2025-12-10T22:27:13.165066+00:00"",""daily_totals"":{""fat_g"":131,""carbs_g"":160,""calories"":2400,""protein_g"":147,""sleep_hours"":18,""workout_min"":90},""workouts_log"":[{""id"":1765400022605505,""text"":""back and bicep 30 min workout"",""notes"":""Workout focused on back and bicep muscles."",""timestamp"":""2025-12-10T20:53:42.605493+00:00"",""duration_min"":30,""workout_type"":""strength""},{""id"":1765400911702771,""text"":""30 min cardio"",""notes"":""Duration and type explicitly stated."",""timestamp"":""2025-12-10T21:08:31.702756+00:00"",""duration_min"":30,""workout_type"":""cardio""},{""id"":1765405633165077,""text"":""30min cardio"",""notes"":""Directly specified duration and type."",""timestamp"":""2025-12-10T22:27:13.165066+00:00"",""duration_min"":30,""workout_type"":""cardio""}]}",2025-12-10 22:27:28.717116+00
22,2025-12-11 20:34:08.846202+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""habits"":""none"",""meals_log"":[{""id"":1765485240358873,""text"":""sausage egg and cheese with a hashbrown on an everything bagel"",""fat_g"":47,""notes"":""Assumes a large everything bagel with a standard hashbrown."",""carbs_g"":96,""calories"":900,""protein_g"":37,""timestamp"":""2025-12-11T20:34:00.358857+00:00"",""confidence"":0.8}],""sleep_log"":[{""id"":1765485240358875,""text"":""7 hours bad"",""notes"":""Explicitly stated 7 hours and 'bad' quality."",""quality"":""poor"",""timestamp"":""2025-12-11T20:34:00.358857+00:00"",""time_asleep"":7}],""timestamp"":""2025-12-11T20:34:00.358857+00:00"",""daily_totals"":{""fat_g"":47,""carbs_g"":96,""calories"":900,""protein_g"":37,""sleep_hours"":7,""workout_min"":30},""workouts_log"":[{""id"":1765485240358874,""text"":""30 min leg and shoulder workout"",""notes"":""Leg and shoulder workout indicates strength training."",""timestamp"":""2025-12-11T20:34:00.358857+00:00"",""duration_min"":30,""workout_type"":""strength""}]}",
23,2025-12-15 18:31:02.158875+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""habits"":""none"",""meals_log"":[{""id"":1765823450593223,""text"":""2 rouganbao from bites of xian"",""fat_g"":22,""notes"":""Estimate based on typical rouganbao (pork floss bun) size and ingredients; actual values may vary by restaurant recipe."",""carbs_g"":70,""calories"":460,""protein_g"":22,""timestamp"":""2025-12-15T18:30:50.593209+00:00"",""confidence"":0.75}],""sleep_log"":[{""id"":1765823450593225,""text"":""8hrs of good sleep"",""notes"":""User explicitly stated 8 hours of good sleep."",""quality"":""good"",""timestamp"":""2025-12-15T18:30:50.593209+00:00"",""time_asleep"":8}],""timestamp"":""2025-12-15T18:30:50.593209+00:00"",""daily_totals"":{""fat_g"":22,""carbs_g"":70,""calories"":460,""protein_g"":22,""sleep_hours"":8,""workout_min"":30},""workouts_log"":[{""id"":1765823450593224,""text"":""30 min cardio"",""notes"":""Directly stated duration and type."",""timestamp"":""2025-12-15T18:30:50.593209+00:00"",""duration_min"":30,""workout_type"":""cardio""}]}",
24,2025-12-16 19:52:25.814554+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""habits"":""none"",""meals_log"":[{""id"":1765914735528767,""text"":""quarter of a roast chicken with mash potatoes and green beans and half a burger and fries from Bijan in downtown brookly for lunch"",""fat_g"":70,""notes"":""Assumed quarter chicken includes skin and dark meat, buttered mashed potatoes, and a medium serving of fries. Burger includes bun and basic condiments."",""carbs_g"":105,""calories"":1250,""protein_g"":65,""timestamp"":""2025-12-16T19:52:15.528753+00:00"",""confidence"":0.75},{""id"":1765929005513939,""text"":""Meals: quarter of a roast chicken with mash potatoes and green beans and half a burger and fries from Bijan in downtown brookly for lunch"",""fat_g"":67,""notes"":""Estimated for a generous quarter chicken, standard mash/green bean portions, half a classic restaurant burger, and a side of fries."",""carbs_g"":114,""calories"":1230,""protein_g"":71,""timestamp"":""2025-12-16T23:50:05.513921+00:00"",""confidence"":0.7}],""sleep_log"":[{""id"":1765914735528769,""text"":""8hrs of okay sleep"",""notes"":""Sleep duration and quality explicitly stated."",""quality"":""okay"",""timestamp"":""2025-12-16T19:52:15.528753+00:00"",""time_asleep"":8}],""timestamp"":""2025-12-16T23:50:05.513921+00:00"",""daily_totals"":{""fat_g"":137,""carbs_g"":219,""calories"":2480,""protein_g"":136,""sleep_hours"":8,""workout_min"":60},""workouts_log"":[{""id"":1765914735528768,""text"":""30 min cardio"",""notes"":"""",""timestamp"":""2025-12-16T19:52:15.528753+00:00"",""duration_min"":30,""workout_type"":""cardio""},{""id"":1765929005513940,""text"":""30 min of cardio"",""notes"":""Directly stated duration and type."",""timestamp"":""2025-12-16T23:50:05.513921+00:00"",""duration_min"":30,""workout_type"":""cardio""}]}",2025-12-16 23:50:13.330208+00
25,2025-12-17 17:15:13.384142+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""habits"":""n/a"",""meals_log"":[{""id"":1765991677416066,""text"":""Chicken saag curry with a side of rice and half a piece of garlic naan"",""timestamp"":""2025-12-17T17:14:37.416055+00:00""},{""id"":1766004053054328,""text"":""2 rouganbao from bites of xian"",""fat_g"":20,""notes"":""Estimate for 2 medium-sized meat-filled steamed buns (baozi)."",""carbs_g"":70,""calories"":500,""protein_g"":24,""timestamp"":""2025-12-17T20:40:53.054313+00:00"",""confidence"":0.7,""llm_method"":""meal_estimation_v1""}],""sleep_log"":[{""id"":1765991677416068,""text"":""8hrs of good sleep"",""timestamp"":""2025-12-17T17:14:37.416055+00:00""},{""id"":1766004053054330,""text"":""n/a"",""notes"":""No sleep information provided."",""quality"":""unknown"",""timestamp"":""2025-12-17T20:40:53.054313+00:00"",""time_asleep"":null}],""timestamp"":""2025-12-17T20:40:53.054313+00:00"",""daily_totals"":{""fat_g"":20,""carbs_g"":70,""calories"":500,""protein_g"":24,""sleep_hours"":0,""workout_min"":30},""workouts_log"":[{""id"":1765991677416067,""text"":""30min leg and shoulder workout"",""timestamp"":""2025-12-17T17:14:37.416055+00:00""},{""id"":1766004053054329,""text"":""30 min cardio"",""notes"":""Direct extraction from description."",""timestamp"":""2025-12-17T20:40:53.054313+00:00"",""duration_min"":30,""workout_type"":""cardio""}]}",2025-12-17 20:40:59.401524+00
26,2026-01-03 00:07:54.091462+00,c3650a98-16ba-4c06-9811-a6b994d5726e,"{""meals_log"":[{""id"":1767398858211960,""text"":""Eating traditional taiwanese food"",""fat_g"":42,""notes"":""Estimate assumes a substantial meal including common items like braised pork rice (Lu Rou Fan) and a pork belly bun (Gua Bao)."",""carbs_g"":91,""calories"":860,""protein_g"":36,""timestamp"":""2026-01-03T00:07:38.211944+00:00"",""confidence"":0.65,""llm_method"":""meal_estimation_v1""}],""sleep_log"":[{""id"":1767398858211962,""text"":""Jet lagged so not great but 7 hours"",""notes"":""Jet lagged"",""quality"":""poor"",""timestamp"":""2026-01-03T00:07:38.211944+00:00"",""time_asleep"":7}],""timestamp"":""2026-01-03T00:07:38.211944+00:00"",""daily_totals"":{""fat_g"":42,""carbs_g"":91,""calories"":860,""protein_g"":36,""sleep_hours"":7,""workout_min"":0},""workouts_log"":[{""id"":1767398858211961,""text"":""Im on a long trip cant workout much but averaging a lot of steps"",""notes"":""Daily steps, no explicit workout duration."",""timestamp"":""2026-01-03T00:07:38.211944+00:00"",""duration_min"":null,""workout_type"":""cardio""}]}",
